,address_full,price,count_beds,count_baths,sq_ft,days_on_zillow,address,city,state_zip,state_abrev,zip_code,date_scraped
530,"1100 Bancroft St, Raleigh, NC 27612","$869,900",4,3,"2,780",4,1100 Bancroft St, Raleigh,NC 27612,NC,27612,2022-12-03
531,"5032 Big Creek Rd, Raleigh, NC 27613","$750,000",4,3,"3,331",4,5032 Big Creek Rd, Raleigh,NC 27613,NC,27613,2022-12-03
532,"1309 Sycamore St, Raleigh, NC 27604","$1,200,000",4,4,"2,911",1,1309 Sycamore St, Raleigh,NC 27604,NC,27604,2022-12-03
533,"730 Washington St UNIT 305, Raleigh, NC 27605","$387,000",2,2,"1,136",9,730 Washington St UNIT 305, Raleigh,NC 27605,NC,27605,2022-12-03
534,"9108 Wooden Rd, Raleigh, NC 27617","$465,000",4,4,"2,206",2,9108 Wooden Rd, Raleigh,NC 27617,NC,27617,2022-12-03
535,"5809 Parkchester Rd, Raleigh, NC 27616","$424,000",3,3,"3,109",1,5809 Parkchester Rd, Raleigh,NC 27616,NC,27616,2022-12-03
536,"335 Challenge Rd, Raleigh, NC 27603","$779,500",4,4,"5,133",6,335 Challenge Rd, Raleigh,NC 27603,NC,27603,2022-12-03
537,"7215 Monarda Ct, Raleigh, NC 27616","$379,900",3,3,"1,666",1,7215 Monarda Ct, Raleigh,NC 27616,NC,27616,2022-12-03
538,"3500 Willow Bluff Dr, Raleigh, NC 27604","$675,000",4,3,"2,298",3,3500 Willow Bluff Dr, Raleigh,NC 27604,NC,27604,2022-12-03
539,"1425 Silver Farm Rd, Raleigh, NC 27603","$430,000",3,2,"1,927",2,1425 Silver Farm Rd, Raleigh,NC 27603,NC,27603,2022-12-03
540,"8641 Harps Mill Rd, Raleigh, NC 27615","$440,000",4,3,"2,433",1,8641 Harps Mill Rd, Raleigh,NC 27615,NC,27615,2022-12-03
541,"1009 Helms Pl, Raleigh, NC 27610","$420,000",3,2,"1,325",1,1009 Helms Pl, Raleigh,NC 27610,NC,27610,2022-12-03
542,"4803 Boulder Falls Ct, Knightdale, NC 27545","$499,900",4,3,"2,570",4,4803 Boulder Falls Ct, Knightdale,NC 27545,NC,27545,2022-12-03
543,"2201 White Oak Rd, Raleigh, NC 27608","$3,600,000",5,7,"6,393",5,2201 White Oak Rd, Raleigh,NC 27608,NC,27608,2022-12-03
544,"1016 Chapanoke Rd, Raleigh, NC 27603","$567,500",4,4,"2,786",3,1016 Chapanoke Rd, Raleigh,NC 27603,NC,27603,2022-12-03
545,"7705 Tylerton Dr, Raleigh, NC 27613","$699,000",4,3,"2,874",9,7705 Tylerton Dr, Raleigh,NC 27613,NC,27613,2022-12-03
546,"1741 Farmington Grove Dr, Raleigh, NC 27614","$495,000",4,3,"2,025",5,1741 Farmington Grove Dr, Raleigh,NC 27614,NC,27614,2022-12-03
547,"4016 Landover Peak Pl, Raleigh, NC 27616","$490,000",4,3,"2,925",3,4016 Landover Peak Pl, Raleigh,NC 27616,NC,27616,2022-12-03
548,"1116 Alcott Ct, Raleigh, NC 27609","$634,000",4,3,"2,531",8,1116 Alcott Ct, Raleigh,NC 27609,NC,27609,2022-12-03
549,"2704 Charleston Oaks Dr, Raleigh, NC 27614","$849,900",5,6,"5,404",1,2704 Charleston Oaks Dr, Raleigh,NC 27614,NC,27614,2022-12-03
550,"523 Princeton St, Raleigh, NC 27609","$599,999",4,3,"1,872",1,523 Princeton St, Raleigh,NC 27609,NC,27609,2022-12-03
551,"11915 Shooting Club Rd, Raleigh, NC 27613","$774,995",4,3,"3,608",5,11915 Shooting Club Rd, Raleigh,NC 27613,NC,27613,2022-12-03
552,"1513 Starry Night Ct, Raleigh, NC 27613","$1,325,500",4,5,"4,362",4,1513 Starry Night Ct, Raleigh,NC 27613,NC,27613,2022-12-03
553,"100 Northbrook Dr APT 203, Raleigh, NC 27609","$499,000",3,2,"1,620",1,100 Northbrook Dr APT 203, Raleigh,NC 27609,NC,27609,2022-12-03
554,"3020 Barrymore St UNIT 110, Raleigh, NC 27603","$289,999",3,3,"1,665",8,3020 Barrymore St UNIT 110, Raleigh,NC 27603,NC,27603,2022-12-03
555,"5601 Orchard Gate Way, Raleigh, NC 27616","$397,000",4,3,"1,959",9,5601 Orchard Gate Way, Raleigh,NC 27616,NC,27616,2022-12-03
556,"4633 Tollington Dr, Raleigh, NC 27604","$400,000",4,3,"1,985",2,4633 Tollington Dr, Raleigh,NC 27604,NC,27604,2022-12-03
557,"5124 Thornton Knoll Way, Raleigh, NC 27616","$279,995",3,3,"1,360",3,5124 Thornton Knoll Way, Raleigh,NC 27616,NC,27616,2022-12-03
558,"5619 Severn Grove Dr, Durham, NC 27703","$428,000",4,3,"2,332",1,5619 Severn Grove Dr, Durham,NC 27703,NC,27703,2022-12-03
559,"7009 Sorrell Ln, Raleigh, NC 27603","$82,000",0.61 Acres,123 days,998,2,7009 Sorrell Ln, Raleigh,NC 27603,NC,27603,2022-12-03
560,"6013 Crescent Knoll Dr, Raleigh, NC 27614","$1,395,000",5,5,"6,444",4,6013 Crescent Knoll Dr, Raleigh,NC 27614,NC,27614,2022-12-03
561,"301 Bickett Boulevard, Raleigh, NC 27608","$519,000",2,2,"1,488",4,301 Bickett Boulevard, Raleigh,NC 27608,NC,27608,2022-12-03
562,"309 Mickleson Ridge Dr, Raleigh, NC 27603","$499,900",4,3,"2,867",5,309 Mickleson Ridge Dr, Raleigh,NC 27603,NC,27603,2022-12-03
563,"429 Mountain Lake Dr, Raleigh, NC 27610","$351,000",3,3,"1,710",2,429 Mountain Lake Dr, Raleigh,NC 27610,NC,27610,2022-12-03
564,"12020 Old Creedmoor Rd, Raleigh, NC 27613","$534,000",4,3,"2,916",1,12020 Old Creedmoor Rd, Raleigh,NC 27613,NC,27613,2022-12-03
565,"12 Lynn Rd, Raleigh, NC 27609","$425,000",4,3,"2,075",8,12 Lynn Rd, Raleigh,NC 27609,NC,27609,2022-12-03
566,"5211 Invention Way #3248, Raleigh, NC 27616","$328,740",3,4,"1,733",1,5211 Invention Way #3248, Raleigh,NC 27616,NC,27616,2022-12-03
567,"8143 Feldwig Pl, Raleigh, NC 27616","$447,800",4,3,"2,392",2,8143 Feldwig Pl, Raleigh,NC 27616,NC,27616,2022-12-03
568,"8825 Walking Stick Trl, Raleigh, NC 27615","$461,000",4,3,"2,739",1,8825 Walking Stick Trl, Raleigh,NC 27615,NC,27615,2022-12-03
569,"8912 Willow Wood Ct, Raleigh, NC 27613","$699,900",4,4,"3,165",1,8912 Willow Wood Ct, Raleigh,NC 27613,NC,27613,2022-12-03
570,"5932 Eaglesfield Dr, Raleigh, NC 27613","$499,900",4,3,"2,040",2,5932 Eaglesfield Dr, Raleigh,NC 27613,NC,27613,2022-12-03
571,"6321 Falcon Knoll Cir, Raleigh, NC 27616","$425,000",3,3,"2,443",1,6321 Falcon Knoll Cir, Raleigh,NC 27616,NC,27616,2022-12-03
572,"2204 Rangecrest Rd, Raleigh, NC 27612","$565,000",4,3,"2,261",6,2204 Rangecrest Rd, Raleigh,NC 27612,NC,27612,2022-12-03
573,"1012 Parker St #A, Raleigh, NC 27607","$995,000",3,3,"1,947",8,1012 Parker St #A, Raleigh,NC 27607,NC,27607,2022-12-03
574,"9612 Koupela Dr, Raleigh, NC 27615","$295,000",1.81 Acres,65 days,817,3,9612 Koupela Dr, Raleigh,NC 27615,NC,27615,2022-12-03
575,"5938 Shady Grove Cir, Raleigh, NC 27609","$265,000",2,3,"1,300",2,5938 Shady Grove Cir, Raleigh,NC 27609,NC,27609,2022-12-03
576,"5515 Laurel Grove Ln, Raleigh, NC 27616","$385,000",3,2,"1,831",7,5515 Laurel Grove Ln, Raleigh,NC 27616,NC,27616,2022-12-03
577,"6033 Over Hadden Ct, Raleigh, NC 27614","$3,300,000",5,10,"9,430",5,6033 Over Hadden Ct, Raleigh,NC 27614,NC,27614,2022-12-03
578,"3257 Groveshire Dr, Raleigh, NC 27616","$455,000",5,4,"3,073",1,3257 Groveshire Dr, Raleigh,NC 27616,NC,27616,2022-12-03
579,"12620 Victoria Woods Dr, Raleigh, NC 27613","$850,000",4,4,"3,803",6,12620 Victoria Woods Dr, Raleigh,NC 27613,NC,27613,2022-12-03
580,"612 Delany Dr, Raleigh, NC 27610","$399,900",4,3,"1,979",1,612 Delany Dr, Raleigh,NC 27610,NC,27610,2022-12-03
581,"1019 Cowper Dr, Raleigh, NC 27608","$4,975,000",5,8,"9,381",1,1019 Cowper Dr, Raleigh,NC 27608,NC,27608,2022-12-03
582,"5707 Humanity Ln N #2459, Raleigh, NC 27616","$341,875",3,3,"1,924",2,5707 Humanity Ln N #2459, Raleigh,NC 27616,NC,27616,2022-12-03
583,"720 S State St, Raleigh, NC 27601","$1,050,000",--,--,"4,757",7,720 S State St, Raleigh,NC 27601,NC,27601,2022-12-03
584,"2120 Piney Brook Rd UNIT 101, Raleigh, NC 27614","$309,000",2,3,"1,278",2,2120 Piney Brook Rd UNIT 101, Raleigh,NC 27614,NC,27614,2022-12-03
585,"3513 Brook Dr, Raleigh, NC 27609","$1,199,900",3,4,"2,720",2,3513 Brook Dr, Raleigh,NC 27609,NC,27609,2022-12-03
586,"2304 Gresham Lake Rd, Raleigh, NC 27615","$1,200,000",3,4,"3,332",3,2304 Gresham Lake Rd, Raleigh,NC 27615,NC,27615,2022-12-03
587,"1527 Brownairs Ln, Raleigh, NC 27610","$325,000",3,3,"1,612",1,1527 Brownairs Ln, Raleigh,NC 27610,NC,27610,2022-12-03
588,"3512 Williamsborough Ct, Raleigh, NC 27609","$3,500,000",5,5,"4,854",8,3512 Williamsborough Ct, Raleigh,NC 27609,NC,27609,2022-12-03
589,"12908 Anglewood Ct, Raleigh, NC 27614","$6,180,000",6,8,"10,749",1,12908 Anglewood Ct, Raleigh,NC 27614,NC,27614,2022-12-03
590,"116 Northbrook Dr APT 206, Raleigh, NC 27609","$449,000",3,2,"1,510",6,116 Northbrook Dr APT 206, Raleigh,NC 27609,NC,27609,2022-12-03
591,"1124 Sandel Ln, Raleigh, NC 27603","$429,000",3,2,"2,432",2,1124 Sandel Ln, Raleigh,NC 27603,NC,27603,2022-12-03
592,"4408 Duraleigh Rd, Raleigh, NC 27612","$859,900",4,4,"3,260",1,4408 Duraleigh Rd, Raleigh,NC 27612,NC,27612,2022-12-03
593,"5617 Horsewalk Cir, Raleigh, NC 27606","$784,000",4,3,"2,925",7,5617 Horsewalk Cir, Raleigh,NC 27606,NC,27606,2022-12-03
594,"9147 Wooden Rd, Raleigh, NC 27617","$395,000",3,3,"1,655",1,9147 Wooden Rd, Raleigh,NC 27617,NC,27617,2022-12-03
595,"2737 Banks Rd, Raleigh, NC 27603","$390,000",3,2,"1,589",1,2737 Banks Rd, Raleigh,NC 27603,NC,27603,2022-12-03
596,"817 Rosemont Ave, Raleigh, NC 27607","$1,595,000",5,5,"4,596",6,817 Rosemont Ave, Raleigh,NC 27607,NC,27607,2022-12-03
597,"1009 Ileagnes Rd, Raleigh, NC 27603","$375,000",3,3,"1,888",5,1009 Ileagnes Rd, Raleigh,NC 27603,NC,27603,2022-12-03
598,"11700 Shavenrock Pl, Raleigh, NC 27613","$569,900",4,3,"2,483",5,11700 Shavenrock Pl, Raleigh,NC 27613,NC,27613,2022-12-03
599,"7017 Rainwater Rd, Raleigh, NC 27615","$3,950,000",5,7,"5,804",1,7017 Rainwater Rd, Raleigh,NC 27615,NC,27615,2022-12-03
600,"6053 Epping Forest Dr, Raleigh, NC 27613","$345,000",2,2,"1,499",3,6053 Epping Forest Dr, Raleigh,NC 27613,NC,27613,2022-12-03
601,"8220 Ebenezer Church Rd, Raleigh, NC 27617","$424,000",3,4,"1,950",1,8220 Ebenezer Church Rd, Raleigh,NC 27617,NC,27617,2022-12-03
602,"819 S Person St, Raleigh, NC 27601","$750,000",3,3,"1,706",2,819 S Person St, Raleigh,NC 27601,NC,27601,2022-12-03
603,"5705 Spring Glen Ln, Raleigh, NC 27616","$445,000",4,3,"2,425",2,5705 Spring Glen Ln, Raleigh,NC 27616,NC,27616,2022-12-03
604,"1625 Heron Pond St W LOT 128, Raleigh, NC 27604","$387,150",4,2,"1,775",1,1625 Heron Pond St W LOT 128, Raleigh,NC 27604,NC,27604,2022-12-03
605,"3608 Althorp Dr, Raleigh, NC 27616","$415,000",4,3,"2,392",3,3608 Althorp Dr, Raleigh,NC 27616,NC,27616,2022-12-03
