,address_full,price,count_beds,count_baths,sq_ft,days_on_zillow,address,city,state_zip,state_abrev,zip_code,date_scraped
184,"1355 Garden Crest Cir, Raleigh, NC 27609","$295,000",3,4,"1,830",5,1355 Garden Crest Cir, Raleigh,NC 27609,NC,27609,2022-12-03
185,"1600 Bickett Blvd, Raleigh, NC 27608","$695,000",3,2,"1,625",1,1600 Bickett Blvd, Raleigh,NC 27608,NC,27608,2022-12-03
186,"5053 Aspen Meadow St, Raleigh, NC 27616","$599,000",5,3,"2,994",2,5053 Aspen Meadow St, Raleigh,NC 27616,NC,27616,2022-12-03
187,"5701 Setter Cir, Raleigh, NC 27609","$370,000",3,2,"1,827",3,5701 Setter Cir, Raleigh,NC 27609,NC,27609,2022-12-03
188,"7609 Brighton Hill Ln, Raleigh, NC 27616","$329,900",3,3,"1,401",3,7609 Brighton Hill Ln, Raleigh,NC 27616,NC,27616,2022-12-03
189,"7705 Falcon Rest Cir, Raleigh, NC 27615","$260,000",3,3,"1,447",1,7705 Falcon Rest Cir, Raleigh,NC 27615,NC,27615,2022-12-03
190,"7409 Peddler Pl, Raleigh, NC 27615","$550,000",4,3,"2,625",7,7409 Peddler Pl, Raleigh,NC 27615,NC,27615,2022-12-03
191,"2713 Daytona Dr, Raleigh, NC 27610","$249,900",4,2,"1,304",1,2713 Daytona Dr, Raleigh,NC 27610,NC,27610,2022-12-03
192,"618 N Boylan Ave SUITE 506, Raleigh, NC 27603","$550,000",2,2,"1,122",2,618 N Boylan Ave SUITE 506, Raleigh,NC 27603,NC,27603,2022-12-03
193,"2001 Bason Ct, Raleigh, NC 27609","$485,000",3,3,"1,739",3,2001 Bason Ct, Raleigh,NC 27609,NC,27609,2022-12-03
194,"6524 Perry Creek Rd, Raleigh, NC 27616","$399,900",3,3,"2,107",1,6524 Perry Creek Rd, Raleigh,NC 27616,NC,27616,2022-12-03
195,"7826 Silverthread Ln, Raleigh, NC 27617","$325,000",2,3,"1,349",1,7826 Silverthread Ln, Raleigh,NC 27617,NC,27617,2022-12-03
196,"10716 Leslie Dr, Raleigh, NC 27615","$700,000",4,3,"3,738",4,10716 Leslie Dr, Raleigh,NC 27615,NC,27615,2022-12-03
197,"805 Van Thomas Dr, Raleigh, NC 27615","$549,000",4,3,"3,051",D,805 Van Thomas Dr, Raleigh,NC 27615,NC,27615,2022-12-03
198,"11727 Man O War Trl, Raleigh, NC 27613","$799,900",4,4,"3,266",8,11727 Man O War Trl, Raleigh,NC 27613,NC,27613,2022-12-03
199,"3700 Pembrook Pl, Raleigh, NC 27612","$565,000",4,3,"2,189",4,3700 Pembrook Pl, Raleigh,NC 27612,NC,27612,2022-12-03
200,"3424 Mackinac Island Ln, Raleigh, NC 27610","$314,900",3,3,"1,503",5,3424 Mackinac Island Ln, Raleigh,NC 27610,NC,27610,2022-12-03
201,"5901 Canewood Pl, Raleigh, NC 27612","$511,000",3,4,"2,447",1,5901 Canewood Pl, Raleigh,NC 27612,NC,27612,2022-12-03
202,"1025 Suffolk Blvd, Raleigh, NC 27603","$315,000",3,2,936,3,1025 Suffolk Blvd, Raleigh,NC 27603,NC,27603,2022-12-03
203,"3045 Coxindale Dr, Raleigh, NC 27615","$314,000",3,3,"1,470",4,3045 Coxindale Dr, Raleigh,NC 27615,NC,27615,2022-12-03
204,"317 W Morgan St APT 515, Raleigh, NC 27601","$1,790,000",4,3,"2,875",3,317 W Morgan St APT 515, Raleigh,NC 27601,NC,27601,2022-12-03
205,"2213 Roberts St, Raleigh, NC 27607","$675,000",3,3,"2,051",2,2213 Roberts St, Raleigh,NC 27607,NC,27607,2022-12-03
206,"6129 Weobley Ln, Raleigh, NC 27614","$800,000",4,3,"3,288",6,6129 Weobley Ln, Raleigh,NC 27614,NC,27614,2022-12-03
207,"5808 Nottoway Ct APT B, Raleigh, NC 27609","$252,000",3,3,"1,460",4,5808 Nottoway Ct APT B, Raleigh,NC 27609,NC,27609,2022-12-03
208,"11128 Crestmont Dr, Raleigh, NC 27613","$419,900",3,2,"1,360",1,11128 Crestmont Dr, Raleigh,NC 27613,NC,27613,2022-12-03
209,"4945 Royal Adelaide Way, Raleigh, NC 27604","$325,000",3,3,"1,476",9,4945 Royal Adelaide Way, Raleigh,NC 27604,NC,27604,2022-12-03
210,"2904 London Bell Dr, Raleigh, NC 27614","$685,000",4,4,"3,448",7,2904 London Bell Dr, Raleigh,NC 27614,NC,27614,2022-12-03
211,"11306 Leesville Rd, Raleigh, NC 27613","$69,999",0.47 Acres,57 days,"1,136",2,11306 Leesville Rd, Raleigh,NC 27613,NC,27613,2022-12-03
212,"710 Independence Pl UNIT 606, Raleigh, NC 27603","$1,100,000",3,4,"2,372",1,710 Independence Pl UNIT 606, Raleigh,NC 27603,NC,27603,2022-12-03
213,"6848 Lakinsville Ln, Raleigh, NC 27610","$325,000",3,3,"1,932",3,6848 Lakinsville Ln, Raleigh,NC 27610,NC,27610,2022-12-03
214,"8251 Hempshire Pl APT 101, Raleigh, NC 27613","$349,900",3,3,"1,627",1,8251 Hempshire Pl APT 101, Raleigh,NC 27613,NC,27613,2022-12-03
215,"2425 Jimmy Carter Way, Raleigh, NC 27610","$349,900",3,2,"1,118",6,2425 Jimmy Carter Way, Raleigh,NC 27610,NC,27610,2022-12-03
216,"3317 Perkins Ridge Rd, Raleigh, NC 27610","$380,000",4,3,"2,428",2,3317 Perkins Ridge Rd, Raleigh,NC 27610,NC,27610,2022-12-03
217,"6005 Allsdale Dr, Raleigh, NC 27617","$513,990",4,3,"2,737",4,6005 Allsdale Dr, Raleigh,NC 27617,NC,27617,2022-12-03
218,"602 Woodland Rd, Raleigh, NC 27603","$59,000",0.37 Acres,103 days,"1,063",2,602 Woodland Rd, Raleigh,NC 27603,NC,27603,2022-12-03
219,"4125 Yadkin Dr, Raleigh, NC 27609","$650,000",3,2,"1,605",5,4125 Yadkin Dr, Raleigh,NC 27609,NC,27609,2022-12-03
220,"4016 Cashew Dr, Raleigh, NC 27616","$349,900",3,3,"1,342",1,4016 Cashew Dr, Raleigh,NC 27616,NC,27616,2022-12-03
221,"10100 Darling St, Raleigh, NC 27613","$660,000",4,4,"3,094",1,10100 Darling St, Raleigh,NC 27613,NC,27613,2022-12-03
222,"705 Lanham Pl, Raleigh, NC 27615","$625,000",4,3,--,D,705 Lanham Pl, Raleigh,NC 27615,NC,27615,2022-12-03
223,"7738 Sandra Ln, Raleigh, NC 27615","$250,000",3,2,"1,332",4,7738 Sandra Ln, Raleigh,NC 27615,NC,27615,2022-12-03
224,"4111 Wyrick Ct, Raleigh, NC 27604","$305,000",2,2,"1,261",5,4111 Wyrick Ct, Raleigh,NC 27604,NC,27604,2022-12-03
225,"1124 Harper Rd, Raleigh, NC 27603","$450,000",6,3,"2,716",1,1124 Harper Rd, Raleigh,NC 27603,NC,27603,2022-12-03
226,"8100 Farmlea Cir, Raleigh, NC 27616","$224,700",2,2,949,2,8100 Farmlea Cir, Raleigh,NC 27616,NC,27616,2022-12-03
227,"5320 Eagle Trace Dr, Raleigh, NC 27604","$293,900",2,3,"1,237",4,5320 Eagle Trace Dr, Raleigh,NC 27604,NC,27604,2022-12-03
228,"3348 Forest Mill Cir, Raleigh, NC 27616","$335,000",3,3,"1,693",5,3348 Forest Mill Cir, Raleigh,NC 27616,NC,27616,2022-12-03
229,"5804 Falls Of Neuse Rd APT F, Raleigh, NC 27609","$230,000",2,2,"1,010",1,5804 Falls Of Neuse Rd APT F, Raleigh,NC 27609,NC,27609,2022-12-03
230,"1500 Old Watkins Rd, Raleigh, NC 27616","$549,900",3,3,"2,484",1,1500 Old Watkins Rd, Raleigh,NC 27616,NC,27616,2022-12-03
231,"12816 Beech Wood Ct, Raleigh, NC 27614","$500,000",4,3,"2,344",8,12816 Beech Wood Ct, Raleigh,NC 27614,NC,27614,2022-12-03
232,"2717 Hiking Trl, Raleigh, NC 27615","$520,000",3,4,"2,440",1,2717 Hiking Trl, Raleigh,NC 27615,NC,27615,2022-12-03
233,"6143 Neuse Wood Dr, Raleigh, NC 27616","$293,000",3,3,"1,502",4,6143 Neuse Wood Dr, Raleigh,NC 27616,NC,27616,2022-12-03
234,"537 Pine Ridge Pl #537, Raleigh, NC 27609","$249,000",3,2,"1,232",5,537 Pine Ridge Pl #537, Raleigh,NC 27609,NC,27609,2022-12-03
235,"10937 Connally Ln, Raleigh, NC 27614","$389,900",3,2,"1,515",4,10937 Connally Ln, Raleigh,NC 27614,NC,27614,2022-12-03
236,"2225 Raven Rd UNIT 108, Raleigh, NC 27614","$280,000",3,3,"1,729",4,2225 Raven Rd UNIT 108, Raleigh,NC 27614,NC,27614,2022-12-03
237,"1110 Schaub Dr APT I, Raleigh, NC 27606","$179,900",2,2,932,4,1110 Schaub Dr APT I, Raleigh,NC 27606,NC,27606,2022-12-03
238,"429 S Meadow Rd, Raleigh, NC 27603","$350,000",3,3,"1,479",5,429 S Meadow Rd, Raleigh,NC 27603,NC,27603,2022-12-03
239,"7316 Laketree Dr, Raleigh, NC 27615","$460,000",3,3,"1,754",2,7316 Laketree Dr, Raleigh,NC 27615,NC,27615,2022-12-03
240,"8121 Farmlea Cir, Raleigh, NC 27616","$185,000",2,2,948,1,8121 Farmlea Cir, Raleigh,NC 27616,NC,27616,2022-12-03
241,"7604 Stuart Dr, Raleigh, NC 27615","$313,000",3,2,"1,187",1,7604 Stuart Dr, Raleigh,NC 27615,NC,27615,2022-12-03
242,"5201 Harrington Grove Dr, Raleigh, NC 27613","$489,900",3,2,"1,900",5,5201 Harrington Grove Dr, Raleigh,NC 27613,NC,27613,2022-12-03
243,"8631 Neuse Club Ln APT 108, Raleigh, NC 27616","$270,000",3,3,"1,692",1,8631 Neuse Club Ln APT 108, Raleigh,NC 27616,NC,27616,2022-12-03
244,"3626 Cold Harbour Dr, Raleigh, NC 27610","$315,500",3,2,"1,351",5,3626 Cold Harbour Dr, Raleigh,NC 27610,NC,27610,2022-12-03
245,"311 Lord Ashley Rd, Raleigh, NC 27610","$799,900",5,3,"3,098",2,311 Lord Ashley Rd, Raleigh,NC 27610,NC,27610,2022-12-03
246,"301 Fayetteville St UNIT 3107, Raleigh, NC 27601","$785,000",2,2,"1,435",6,301 Fayetteville St UNIT 3107, Raleigh,NC 27601,NC,27601,2022-12-03
247,"6727 Queen Annes Dr, Raleigh, NC 27613","$339,900",3,3,"1,741",6,6727 Queen Annes Dr, Raleigh,NC 27613,NC,27613,2022-12-03
248,"1957 Indianwood Ct, Raleigh, NC 27604","$349,900",3,3,"1,529",2,1957 Indianwood Ct, Raleigh,NC 27604,NC,27604,2022-12-03
249,"1108 Vannstone Dr, Raleigh, NC 27603","$460,000",3,3,"2,130",4,1108 Vannstone Dr, Raleigh,NC 27603,NC,27603,2022-12-03
250,"2412 Milburnie Rd, Raleigh, NC 27610","$375,000",2,1,"1,043",2,2412 Milburnie Rd, Raleigh,NC 27610,NC,27610,2022-12-03
251,"6132 Loch Laural Ln, Raleigh, NC 27613","$233,000",2,3,"1,163",1,6132 Loch Laural Ln, Raleigh,NC 27613,NC,27613,2022-12-03
252,"6508 Rock Quarry Rd, Raleigh, NC 27610","$324,700",3,2,"1,448",1,6508 Rock Quarry Rd, Raleigh,NC 27610,NC,27610,2022-12-03
253,"2206 Lyndhurst Dr, Raleigh, NC 27610","$425,000",4,4,"3,191",5,2206 Lyndhurst Dr, Raleigh,NC 27610,NC,27610,2022-12-03
254,"4015 Sunridge Rd, Raleigh, NC 27613","$659,000",5,3,"3,123",5,4015 Sunridge Rd, Raleigh,NC 27613,NC,27613,2022-12-03
255,"222 Glenwood Ave APT 515, Raleigh, NC 27603","$450,000",2,2,"1,173",2,222 Glenwood Ave APT 515, Raleigh,NC 27603,NC,27603,2022-12-03
256,"3409 Archdale Dr, Raleigh, NC 27614","$375,000",4,3,"2,115",1,3409 Archdale Dr, Raleigh,NC 27614,NC,27614,2022-12-03
257,"809 Belmont Dr, Raleigh, NC 27610","$299,000",3,1,950,2,809 Belmont Dr, Raleigh,NC 27610,NC,27610,2022-12-03
258,"7655 Birchmoor Way, Raleigh, NC 27616","$485,000",4,3,"2,844",2,7655 Birchmoor Way, Raleigh,NC 27616,NC,27616,2022-12-03
259,"2909 Rue Sans Famille, Raleigh, NC 27607","$524,900",3,3,"2,120",2,2909 Rue Sans Famille, Raleigh,NC 27607,NC,27607,2022-12-03
260,"2811 Simpkins Rd, Raleigh, NC 27603","$795,000",3,3,"3,995",8,2811 Simpkins Rd, Raleigh,NC 27603,NC,27603,2022-12-03
261,"1418 Lyon St #101, Raleigh, NC 27608","$1,650,000",6,4,"4,414",3,1418 Lyon St #101, Raleigh,NC 27608,NC,27608,2022-12-03
262,"1310 Canyon Rock Ct UNIT 106, Raleigh, NC 27610","$262,000",3,3,"1,747",2,1310 Canyon Rock Ct UNIT 106, Raleigh,NC 27610,NC,27610,2022-12-03
263,"4634 Stonewall Dr, Raleigh, NC 27604","$430,000",5,3,"2,748",3,4634 Stonewall Dr, Raleigh,NC 27604,NC,27604,2022-12-03
264,"5269 Windy Hill Dr, Raleigh, NC 27609","$247,000",3,3,"1,406",1,5269 Windy Hill Dr, Raleigh,NC 27609,NC,27609,2022-12-03
265,"4208 Waterbury Rd, Raleigh, NC 27604","$342,000",3,2,"1,701",5,4208 Waterbury Rd, Raleigh,NC 27604,NC,27604,2022-12-03
266,"5810 Sentinel Dr, Raleigh, NC 27609","$325,000",3,2,"1,830",8,5810 Sentinel Dr, Raleigh,NC 27609,NC,27609,2022-12-03
267,"6610 Morgantown St, Raleigh, NC 27616","$285,000",2,3,"1,390",6,6610 Morgantown St, Raleigh,NC 27616,NC,27616,2022-12-03
268,"913 Weston St, Raleigh, NC 27610","$299,900",3,2,"1,038",5,913 Weston St, Raleigh,NC 27610,NC,27610,2022-12-03
269,"9216 Erinsbrook Dr, Raleigh, NC 27617","$525,000",4,4,"2,922",5,9216 Erinsbrook Dr, Raleigh,NC 27617,NC,27617,2022-12-03
270,"1629 Sweetwater Ln, Raleigh, NC 27610","$825,000",4,3,"3,222",8,1629 Sweetwater Ln, Raleigh,NC 27610,NC,27610,2022-12-03
271,"3952 Wendy Ln, Raleigh, NC 27606","$265,000",3,3,"1,518",8,3952 Wendy Ln, Raleigh,NC 27606,NC,27606,2022-12-03
272,"5813 Caledonia St, Raleigh, NC 27609","$399,900",3,2,"1,213",3,5813 Caledonia St, Raleigh,NC 27609,NC,27609,2022-12-03
273,"5801 Humanity Ln N #2462, Raleigh, NC 27616","$350,150",3,3,"1,924",2,5801 Humanity Ln N #2462, Raleigh,NC 27616,NC,27616,2022-12-03
274,"2631 Oldgate Dr APT 103, Raleigh, NC 27604","$295,000",2,2,943,3,2631 Oldgate Dr APT 103, Raleigh,NC 27604,NC,27604,2022-12-03
275,"213 Linden Ave, Raleigh, NC 27601","$450,000",2,1,"1,040",3,213 Linden Ave, Raleigh,NC 27601,NC,27601,2022-12-03
276,"904 S East St, Raleigh, NC 27601","$329,000",2,1,"1,157",2,904 S East St, Raleigh,NC 27601,NC,27601,2022-12-03
277,"2432 Bay Harbor Dr, Raleigh, NC 27604","$260,000",2,3,"1,045",5,2432 Bay Harbor Dr, Raleigh,NC 27604,NC,27604,2022-12-03
278,"5836 Brambleton Ave, Raleigh, NC 27610","$308,000",3,3,"1,532",1,5836 Brambleton Ave, Raleigh,NC 27610,NC,27610,2022-12-03
279,"1009 E Davie St, Raleigh, NC 27601","$299,000",3,1,958,2,1009 E Davie St, Raleigh,NC 27601,NC,27601,2022-12-03
280,"6016 Over Hadden Ct, Raleigh, NC 27614","$2,900,000",5,8,"7,779",5,6016 Over Hadden Ct, Raleigh,NC 27614,NC,27614,2022-12-03
281,"114 Summit Ave, Raleigh, NC 27603","$899,000",4,4,"2,457",2,114 Summit Ave, Raleigh,NC 27603,NC,27603,2022-12-03
282,"1308 Tavernier Knoll Ln, Raleigh, NC 27603","$525,000",3,3,"2,614",1,1308 Tavernier Knoll Ln, Raleigh,NC 27603,NC,27603,2022-12-03
283,"2037 Summer Shire Way, Raleigh, NC 27604","$369,999",3,3,"2,171",9,2037 Summer Shire Way, Raleigh,NC 27604,NC,27604,2022-12-03
284,"11173 Bayberry Hills Dr, Raleigh, NC 27617","$525,000",3,2,"1,921",2,11173 Bayberry Hills Dr, Raleigh,NC 27617,NC,27617,2022-12-03
285,"500 Deodar Ln, Raleigh, NC 27608","$695,000",3,4,"2,350",1,500 Deodar Ln, Raleigh,NC 27608,NC,27608,2022-12-03
286,"9321 Cutright Dr, Raleigh, NC 27617","$439,900",3,3,"2,048",5,9321 Cutright Dr, Raleigh,NC 27617,NC,27617,2022-12-03
287,"2608 Charenson Pl, Raleigh, NC 27614","$670,000",6,4,"3,402",6,2608 Charenson Pl, Raleigh,NC 27614,NC,27614,2022-12-03
288,"7822 Allscott Way, Raleigh, NC 27612","$340,000",2,3,"1,404",3,7822 Allscott Way, Raleigh,NC 27612,NC,27612,2022-12-03
289,"520 Poplar Dr, Raleigh, NC 27603","$98,000",0.46 Acres,9 days,598,2,520 Poplar Dr, Raleigh,NC 27603,NC,27603,2022-12-03
290,"5445 Vista View Ct, Raleigh, NC 27612","$349,000",2,3,"1,752",4,5445 Vista View Ct, Raleigh,NC 27612,NC,27612,2022-12-03
291,"1008 Oak Twig Dr, Raleigh, NC 27603","$300,000",3,2,"1,389",2,1008 Oak Twig Dr, Raleigh,NC 27603,NC,27603,2022-12-03
292,"2704 Panther Dr, Raleigh, NC 27603","$429,700",3,3,"2,344",1,2704 Panther Dr, Raleigh,NC 27603,NC,27603,2022-12-03
293,"918 Wake Towne Dr, Raleigh, NC 27609","$679,999",4,4,"2,587",1,918 Wake Towne Dr, Raleigh,NC 27609,NC,27609,2022-12-03
294,"1404 Westmoreland Dr, Raleigh, NC 27612","$635,000",3,2,"1,711",1,1404 Westmoreland Dr, Raleigh,NC 27612,NC,27612,2022-12-03
295,"4208 Kaplan Dr, Raleigh, NC 27606","$244,900",3,3,"1,140",1,4208 Kaplan Dr, Raleigh,NC 27606,NC,27606,2022-12-03
296,"4924 Trek Ln, Raleigh, NC 27606","$503,900",3,3,"2,065",3,4924 Trek Ln, Raleigh,NC 27606,NC,27606,2022-12-03
297,"227 Mediate Dr, Raleigh, NC 27603","$410,000",4,3,"2,567",6,227 Mediate Dr, Raleigh,NC 27603,NC,27603,2022-12-03
298,"3424 Vireo Ct, Raleigh, NC 27616","$425,000",4,3,"2,541",1,3424 Vireo Ct, Raleigh,NC 27616,NC,27616,2022-12-03
299,"6920 Glendower Rd, Raleigh, NC 27613","$432,000",4,3,"2,394",8,6920 Glendower Rd, Raleigh,NC 27613,NC,27613,2022-12-03
300,"204 Benar Dr, Raleigh, NC 27603","$250,000",3,2,"1,500",2,204 Benar Dr, Raleigh,NC 27603,NC,27603,2022-12-03
301,"10400 Rosegate Ct UNIT 306, Raleigh, NC 27617","$335,000",2,2,"1,425",1,10400 Rosegate Ct UNIT 306, Raleigh,NC 27617,NC,27617,2022-12-03
302,"1031 Wirewood Dr APT 302, Raleigh, NC 27605","$369,000",2,2,911,4,1031 Wirewood Dr APT 302, Raleigh,NC 27605,NC,27605,2022-12-03
303,"6120 Sunpointe Dr APT 301, Raleigh, NC 27606","$199,900",1,1,842,7,6120 Sunpointe Dr APT 301, Raleigh,NC 27606,NC,27606,2022-12-03
304,"712 Powell Dr APT A, Raleigh, NC 27606","$324,500",2,3,"1,510",8,712 Powell Dr APT A, Raleigh,NC 27606,NC,27606,2022-12-03
305,"1540 Rock Dove Way, Raleigh, NC 27614","$1,495,000",5,4,"4,466",2,1540 Rock Dove Way, Raleigh,NC 27614,NC,27614,2022-12-03
306,"6452 Camellia Creek Dr, Raleigh, NC 27603","$775,000",4,6,"3,884",1,6452 Camellia Creek Dr, Raleigh,NC 27603,NC,27603,2022-12-03
307,"4813 Abundance Ave, Raleigh, NC 27616","$550,000",4,3,"2,814",9,4813 Abundance Ave, Raleigh,NC 27616,NC,27616,2022-12-03
308,"2942 Glenridge Dr, Raleigh, NC 27604","$465,000",4,2,"1,924",1,2942 Glenridge Dr, Raleigh,NC 27604,NC,27604,2022-12-03
309,"2409 Toll Mill Ct, Raleigh, NC 27606","$1,295,000",4,6,"4,674",4,2409 Toll Mill Ct, Raleigh,NC 27606,NC,27606,2022-12-03
310,"5349 Silver Moon Ln, Raleigh, NC 27606","$315,000",2,3,"1,417",5,5349 Silver Moon Ln, Raleigh,NC 27606,NC,27606,2022-12-03
311,"4223 Viewmont Dr, Raleigh, NC 27610","$370,000",4,3,"1,777",3,4223 Viewmont Dr, Raleigh,NC 27610,NC,27610,2022-12-03
312,"2904 Charleston Oaks Dr, Raleigh, NC 27614","$849,000",4,5,"4,035",8,2904 Charleston Oaks Dr, Raleigh,NC 27614,NC,27614,2022-12-03
313,"2720 Charleston Oaks Dr, Raleigh, NC 27614","$925,000",6,6,"5,333",3,2720 Charleston Oaks Dr, Raleigh,NC 27614,NC,27614,2022-12-03
314,"7305 Glendower Rd, Raleigh, NC 27613","$470,000",4,3,"2,255",4,7305 Glendower Rd, Raleigh,NC 27613,NC,27613,2022-12-03
315,"2200 Mountain Mist Ct UNIT 201, Raleigh, NC 27603","$239,900",2,2,"1,050",3,2200 Mountain Mist Ct UNIT 201, Raleigh,NC 27603,NC,27603,2022-12-03
316,"5220 Old Forge Cir, Raleigh, NC 27609","$589,000",3,2,"1,515",2,5220 Old Forge Cir, Raleigh,NC 27609,NC,27609,2022-12-03
317,"7608 Fiesta Way, Raleigh, NC 27615","$473,995",4,3,"2,418",4,7608 Fiesta Way, Raleigh,NC 27615,NC,27615,2022-12-03
318,"10171 Bessborough Dr, Raleigh, NC 27617","$399,000",3,3,"1,805",1,10171 Bessborough Dr, Raleigh,NC 27617,NC,27617,2022-12-03
319,"3801 Birchwood Ct, Raleigh, NC 27612","$360,000",3,3,"1,340",1,3801 Birchwood Ct, Raleigh,NC 27612,NC,27612,2022-12-03
320,"3200 Broyhill Cir, Raleigh, NC 27604","$392,000",3,2,"1,809",1,3200 Broyhill Cir, Raleigh,NC 27604,NC,27604,2022-12-03
321,"4304 Dinwiddie Ct, Raleigh, NC 27604","$325,000",3,3,"1,544",6,4304 Dinwiddie Ct, Raleigh,NC 27604,NC,27604,2022-12-03
322,"4908 Harbour Towne Dr, Raleigh, NC 27604","$338,000",3,2,"1,706",5,4908 Harbour Towne Dr, Raleigh,NC 27604,NC,27604,2022-12-03
323,"3832 Yates Mill Trl, Raleigh, NC 27606","$475,000",3,3,"1,771",2,3832 Yates Mill Trl, Raleigh,NC 27606,NC,27606,2022-12-03
324,"5504 Botany Bay Dr, Raleigh, NC 27616","$400,000",3,3,"1,825",2,5504 Botany Bay Dr, Raleigh,NC 27616,NC,27616,2022-12-03
325,"115 Bertie Dr, Raleigh, NC 27610","$549,000",3,3,"2,089",2,115 Bertie Dr, Raleigh,NC 27610,NC,27610,2022-12-03
326,"4032 Converse Dr, Raleigh, NC 27609","$649,000",4,3,"2,233",7,4032 Converse Dr, Raleigh,NC 27609,NC,27609,2022-12-03
327,"3216 Leebrook Rd, Raleigh, NC 27616","$361,000",3,3,"1,665",1,3216 Leebrook Rd, Raleigh,NC 27616,NC,27616,2022-12-03
328,"5906 Myakka Ct, Raleigh, NC 27616","$630,000",5,5,"3,557",2,5906 Myakka Ct, Raleigh,NC 27616,NC,27616,2022-12-03
329,"11619 Shavenrock Pl, Raleigh, NC 27613","$519,000",4,3,"3,289",4,11619 Shavenrock Pl, Raleigh,NC 27613,NC,27613,2022-12-03
330,"7912 Milltrace Run, Raleigh, NC 27615","$487,955",4,3,"2,460",1,7912 Milltrace Run, Raleigh,NC 27615,NC,27615,2022-12-03
331,"1048 Nichols Dr #1048, Raleigh, NC 27605","$309,000",2,2,914,2,1048 Nichols Dr #1048, Raleigh,NC 27605,NC,27605,2022-12-03
332,"1329 Wrentree Cir, Raleigh, NC 27610","$299,900",3,1,"1,008",8,1329 Wrentree Cir, Raleigh,NC 27610,NC,27610,2022-12-03
333,"2434 Stevens Rd, Raleigh, NC 27610","$379,900",3,1,"1,040",8,2434 Stevens Rd, Raleigh,NC 27610,NC,27610,2022-12-03
334,"8236 Merriweather Cir, Raleigh, NC 27616","$229,000",2,2,"1,045",2,8236 Merriweather Cir, Raleigh,NC 27616,NC,27616,2022-12-03
335,"4100 Willow Haven Ct, Raleigh, NC 27616","$318,900",3,2,"1,217",6,4100 Willow Haven Ct, Raleigh,NC 27616,NC,27616,2022-12-03
336,"12351 Honeychurch St, Raleigh, NC 27614","$550,000",5,4,"3,518",3,12351 Honeychurch St, Raleigh,NC 27614,NC,27614,2022-12-03
337,"2304 Clerestory Pl, Raleigh, NC 27615","$475,000",4,3,"2,147",6,2304 Clerestory Pl, Raleigh,NC 27615,NC,27615,2022-12-03
338,"472 Dickens Dr, Raleigh, NC 27610","$359,999",3,2,"1,470",6,472 Dickens Dr, Raleigh,NC 27610,NC,27610,2022-12-03
339,"8223 Ortin Ln, Raleigh, NC 27612","$850,000",4,4,"3,560",1,8223 Ortin Ln, Raleigh,NC 27612,NC,27612,2022-12-03
340,"8640 Neuse Landing Ln UNIT 109, Raleigh, NC 27616","$266,700",3,3,"1,696",1,8640 Neuse Landing Ln UNIT 109, Raleigh,NC 27616,NC,27616,2022-12-03
341,"7704 Fiesta Way, Raleigh, NC 27615","$399,900",4,3,"2,287",3,7704 Fiesta Way, Raleigh,NC 27615,NC,27615,2022-12-03
342,"2404 Tusket Ct, Raleigh, NC 27613","$404,000",4,3,"2,014",7,2404 Tusket Ct, Raleigh,NC 27613,NC,27613,2022-12-03
343,"2509 Sawmill Rd, Raleigh, NC 27613","$325,000",3,3,"1,650",2,2509 Sawmill Rd, Raleigh,NC 27613,NC,27613,2022-12-03
344,"4009 Falls River Ave, Raleigh, NC 27614","$750,000",4,4,"3,618",6,4009 Falls River Ave, Raleigh,NC 27614,NC,27614,2022-12-03
345,"301 Sawmill Rd, Raleigh, NC 27615","$301,000",3,2,"1,176",1,301 Sawmill Rd, Raleigh,NC 27615,NC,27615,2022-12-03
346,"1004 Buttar Ln, Raleigh, NC 27614","$3,350,000",5,5,"10,157",1,1004 Buttar Ln, Raleigh,NC 27614,NC,27614,2022-12-03
347,"8204 Greywinds Dr, Raleigh, NC 27615","$475,000",3,3,"1,900",1,8204 Greywinds Dr, Raleigh,NC 27615,NC,27615,2022-12-03
348,"6136 Ponderosa Rd, Raleigh, NC 27612","$1,250,000",4,5,"3,677",4,6136 Ponderosa Rd, Raleigh,NC 27612,NC,27612,2022-12-03
349,"3820 Yadkin Dr, Raleigh, NC 27609","$949,900",5,5,"3,366",4,3820 Yadkin Dr, Raleigh,NC 27609,NC,27609,2022-12-03
350,"3811 Marcom St, Raleigh, NC 27606","$1,000,000",--,--,--,5,3811 Marcom St, Raleigh,NC 27606,NC,27606,2022-12-03
351,"2601 Whippletree Dr, Raleigh, NC 27603","$649,999",3,3,"2,591",1,2601 Whippletree Dr, Raleigh,NC 27603,NC,27603,2022-12-03
352,"10831 Greater Hills St, Raleigh, NC 27614","$645,000",4,4,"3,246",5,10831 Greater Hills St, Raleigh,NC 27614,NC,27614,2022-12-03
353,"2612 Lineberry Dr, Raleigh, NC 27603","$425,000",3,3,"1,250",5,2612 Lineberry Dr, Raleigh,NC 27603,NC,27603,2022-12-03
354,"829 Cumberland St #100 &amp; 101, Raleigh, NC 27610","$990,000",--,--,"3,366",1,829 Cumberland St #100 &amp; 101, Raleigh,NC 27610,NC,27610,2022-12-03
355,"2032 Aviara Dr, Raleigh, NC 27606","$1,000,000",4,4,"4,274",1,2032 Aviara Dr, Raleigh,NC 27606,NC,27606,2022-12-03
