,address_full,price,count_beds,count_baths,sq_ft,days_on_zillow,address,city,state_zip,state_abrev,zip_code,date_scraped
343,"8236 Merriweather Cir, Raleigh, NC 27616","$229,000",2,2,"1,045",2,8236 Merriweather Cir, Raleigh,NC 27616,NC,27616,2022-11-30
344,"6409 Camellia Creek Dr, Raleigh, NC 27603","$675,000",3,3,"2,579",1,6409 Camellia Creek Dr, Raleigh,NC 27603,NC,27603,2022-11-30
345,"6444 Perry Creek Rd, Raleigh, NC 27616","$351,000",3,4,"1,830",4,6444 Perry Creek Rd, Raleigh,NC 27616,NC,27616,2022-11-30
346,"8709 Langtree Ln, Raleigh, NC 27613","$675,000",3,4,"3,077",3,8709 Langtree Ln, Raleigh,NC 27613,NC,27613,2022-11-30
347,"4208 Kaplan Dr, Raleigh, NC 27606","$244,900",3,3,"1,140",1,4208 Kaplan Dr, Raleigh,NC 27606,NC,27606,2022-11-30
348,"6712 Millbridge Ct, Raleigh, NC 27615","$450,000",3,2,"1,460",6,6712 Millbridge Ct, Raleigh,NC 27615,NC,27615,2022-11-30
349,"2425 Jimmy Carter Way, Raleigh, NC 27610","$349,900",3,2,"1,118",6,2425 Jimmy Carter Way, Raleigh,NC 27610,NC,27610,2022-11-30
350,"1329 Wrentree Cir, Raleigh, NC 27610","$299,900",3,1,"1,008",8,1329 Wrentree Cir, Raleigh,NC 27610,NC,27610,2022-11-30
351,"11817 N Exeter Way, Raleigh, NC 27613","$364,000",3,2,"1,440",6,11817 N Exeter Way, Raleigh,NC 27613,NC,27613,2022-11-30
352,"7024 Longstreet Dr #B, Raleigh, NC 27615","$216,000",2,2,"1,031",5,7024 Longstreet Dr #B, Raleigh,NC 27615,NC,27615,2022-11-30
353,"2110 Woodview Dr, Raleigh, NC 27604","$525,000",3,1,"1,189",2,2110 Woodview Dr, Raleigh,NC 27604,NC,27604,2022-11-30
354,"1716 Pinedale Dr, Raleigh, NC 27603","$474,400",4,3,"2,500",7,1716 Pinedale Dr, Raleigh,NC 27603,NC,27603,2022-11-30
355,"2100 Oakcrest Ct, Raleigh, NC 27612","$724,900",3,3,"2,857",1,2100 Oakcrest Ct, Raleigh,NC 27612,NC,27612,2022-11-30
356,"2613 Quarry Ridge Ln, Raleigh, NC 27610","$334,500",3,3,"1,803",4,2613 Quarry Ridge Ln, Raleigh,NC 27610,NC,27610,2022-11-30
357,"3605 Octavia St, Raleigh, NC 27606","$599,900",4,3,"2,622",8,3605 Octavia St, Raleigh,NC 27606,NC,27606,2022-11-30
358,"1001 Nicholwood Dr APT 205, Raleigh, NC 27605","$399,000",2,2,"1,065",3,1001 Nicholwood Dr APT 205, Raleigh,NC 27605,NC,27605,2022-11-30
359,"3132 Ashel St, Raleigh, NC 27612","$2,695,000",5,6,"5,470",2,3132 Ashel St, Raleigh,NC 27612,NC,27612,2022-11-30
360,"2201 White Oak Rd, Raleigh, NC 27608","$3,600,000",5,7,"6,393",4,2201 White Oak Rd, Raleigh,NC 27608,NC,27608,2022-11-30
361,"3832 Yates Mill Trl, Raleigh, NC 27606","$475,000",3,3,"1,771",2,3832 Yates Mill Trl, Raleigh,NC 27606,NC,27606,2022-11-30
362,"724 S State St, Raleigh, NC 27601","$619,900",4,3,"1,953",2,724 S State St, Raleigh,NC 27601,NC,27601,2022-11-30
363,"10805 Pendragon Pl, Raleigh, NC 27614","$350,000",4,3,"1,973",2,10805 Pendragon Pl, Raleigh,NC 27614,NC,27614,2022-11-30
364,"515 E Cabarrus St, Raleigh, NC 27601","$355,000","3,049.2 Square Feet",5 days,348,1,515 E Cabarrus St, Raleigh,NC 27601,NC,27601,2022-11-30
365,"5801 Wynmore Rd, Raleigh, NC 27610","$354,000",4,3,"1,980",9,5801 Wynmore Rd, Raleigh,NC 27610,NC,27610,2022-11-30
366,"5204 Coronado Dr, Raleigh, NC 27609","$750,000",5,3,"2,279",8,5204 Coronado Dr, Raleigh,NC 27609,NC,27609,2022-11-30
367,"6605 Mountain Brook Ln, Raleigh, NC 27615","$485,000",4,3,"2,217",3,6605 Mountain Brook Ln, Raleigh,NC 27615,NC,27615,2022-11-30
368,"4805 Delta Vision Ct, Raleigh, NC 27612","$414,000",3,3,"1,626",5,4805 Delta Vision Ct, Raleigh,NC 27612,NC,27612,2022-11-30
369,"5902 Carmel Ln, Raleigh, NC 27609","$375,000",3,3,"1,830",2,5902 Carmel Ln, Raleigh,NC 27609,NC,27609,2022-11-30
370,"1213 Glendale Dr, Raleigh, NC 27612","$1,230,000",4,4,"3,967",4,1213 Glendale Dr, Raleigh,NC 27612,NC,27612,2022-11-30
371,"335 Challenge Rd, Raleigh, NC 27603","$779,500",4,4,"5,133",6,335 Challenge Rd, Raleigh,NC 27603,NC,27603,2022-11-30
372,"313 Lord Ashley Rd, Raleigh, NC 27610","$693,900",4,2,"2,383",6,313 Lord Ashley Rd, Raleigh,NC 27610,NC,27610,2022-11-30
373,"139 Renwick Ct, Raleigh, NC 27615","$309,900",2,2,"1,292",1,139 Renwick Ct, Raleigh,NC 27615,NC,27615,2022-11-30
374,"301 Fayetteville St UNIT 2914, Raleigh, NC 27601","$835,000",2,2,"1,588",7,301 Fayetteville St UNIT 2914, Raleigh,NC 27601,NC,27601,2022-11-30
375,"1425 Whittington Dr, Raleigh, NC 27614","$569,000",4,3,"2,650",7,1425 Whittington Dr, Raleigh,NC 27614,NC,27614,2022-11-30
376,"5906 Myakka Ct, Raleigh, NC 27616","$630,000",5,5,"3,557",2,5906 Myakka Ct, Raleigh,NC 27616,NC,27616,2022-11-30
377,"2315 Stevens Rd, Raleigh, NC 27610","$375,000",3,2,"1,024",4,2315 Stevens Rd, Raleigh,NC 27610,NC,27610,2022-11-30
378,"6024 Wintergreen Dr, Raleigh, NC 27609","$699,900",4,3,"2,111",7,6024 Wintergreen Dr, Raleigh,NC 27609,NC,27609,2022-11-30
379,"7705 Tylerton Dr, Raleigh, NC 27613","$699,000",4,3,"2,874",9,7705 Tylerton Dr, Raleigh,NC 27613,NC,27613,2022-11-30
380,"2836 Van Dyke Ave, Raleigh, NC 27607","$1,095,000",4,4,"3,014",4,2836 Van Dyke Ave, Raleigh,NC 27607,NC,27607,2022-11-30
381,"5309 Falls Of Neuse Rd, Raleigh, NC 27609","$510,000",4,4,"2,196",8,5309 Falls Of Neuse Rd, Raleigh,NC 27609,NC,27609,2022-11-30
382,"8204 Greywinds Dr, Raleigh, NC 27615","$475,000",3,3,"1,900",1,8204 Greywinds Dr, Raleigh,NC 27615,NC,27615,2022-11-30
383,"1101 Sky Point Ct, Raleigh, NC 27603","$445,000",3,3,"1,913",1,1101 Sky Point Ct, Raleigh,NC 27603,NC,27603,2022-11-30
384,"2225 Raven Rd UNIT 108, Raleigh, NC 27614","$280,000",3,3,"1,729",4,2225 Raven Rd UNIT 108, Raleigh,NC 27614,NC,27614,2022-11-30
385,"1216 Hannahs View Dr, Raleigh, NC 27615","$1,650,000",4,5,"4,261",1,1216 Hannahs View Dr, Raleigh,NC 27615,NC,27615,2022-11-30
386,"5836 Brambleton Ave, Raleigh, NC 27610","$308,000",3,3,"1,532",1,5836 Brambleton Ave, Raleigh,NC 27610,NC,27610,2022-11-30
387,"6212 Braidwood Ct, Raleigh, NC 27612","$405,000",4,4,"2,227",1,6212 Braidwood Ct, Raleigh,NC 27612,NC,27612,2022-11-30
388,"834 Bankston Woods Way, Raleigh, NC 27609","$575,000",4,4,"2,157",4,834 Bankston Woods Way, Raleigh,NC 27609,NC,27609,2022-11-30
389,"1101 Hobson Ct, Raleigh, NC 27607","$750,000",4,3,"3,513",5,1101 Hobson Ct, Raleigh,NC 27607,NC,27607,2022-11-30
390,"8825 Walking Stick Trl, Raleigh, NC 27615","$461,000",4,3,"2,739",1,8825 Walking Stick Trl, Raleigh,NC 27615,NC,27615,2022-11-30
391,"1105 Swallow Falls Ln, Raleigh, NC 27614","$2,390,000",5,6,"6,734",6,1105 Swallow Falls Ln, Raleigh,NC 27614,NC,27614,2022-11-30
392,"7017 Rainwater Rd, Raleigh, NC 27615","$3,950,000",5,7,"5,804",1,7017 Rainwater Rd, Raleigh,NC 27615,NC,27615,2022-11-30
393,"1241 University Ct APT 304, Raleigh, NC 27606","$273,000",4,4,"1,219",4,1241 University Ct APT 304, Raleigh,NC 27606,NC,27606,2022-11-30
394,"6320 Virgilia Ct, Raleigh, NC 27616","$449,000",3,3,"2,293",9,6320 Virgilia Ct, Raleigh,NC 27616,NC,27616,2022-11-30
395,"918 Wake Towne Dr, Raleigh, NC 27609","$679,999",4,4,"2,587",1,918 Wake Towne Dr, Raleigh,NC 27609,NC,27609,2022-11-30
396,"2713 Daytona Dr, Raleigh, NC 27610","$249,900",4,2,"1,304",D,2713 Daytona Dr, Raleigh,NC 27610,NC,27610,2022-11-30
397,"8100 Farmlea Cir, Raleigh, NC 27616","$224,800",2,2,949,1,8100 Farmlea Cir, Raleigh,NC 27616,NC,27616,2022-11-30
398,"1002 Lake Boone Trl, Raleigh, NC 27607","$3,900,000",5,9,"11,758",1,1002 Lake Boone Trl, Raleigh,NC 27607,NC,27607,2022-11-30
399,"1808 Hilton St, Raleigh, NC 27608","$1,200,000",5,4,"3,049",8,1808 Hilton St, Raleigh,NC 27608,NC,27608,2022-11-30
400,"1009 E Davie St, Raleigh, NC 27601","$299,000",3,1,958,1,1009 E Davie St, Raleigh,NC 27601,NC,27601,2022-11-30
401,"9117 Sulkirk Dr, Raleigh, NC 27617","$534,900",5,3,"2,723",3,9117 Sulkirk Dr, Raleigh,NC 27617,NC,27617,2022-11-30
402,"1116 Alcott Ct, Raleigh, NC 27609","$634,000",4,3,"2,531",7,1116 Alcott Ct, Raleigh,NC 27609,NC,27609,2022-11-30
403,"12351 Honeychurch St, Raleigh, NC 27614","$550,000",5,4,"3,518",3,12351 Honeychurch St, Raleigh,NC 27614,NC,27614,2022-11-30
404,"12020 Old Creedmoor Rd, Raleigh, NC 27613","$534,000",4,3,"2,916",1,12020 Old Creedmoor Rd, Raleigh,NC 27613,NC,27613,2022-11-30
405,"5 N Swain St, Raleigh, NC 27601","$1,495,000",3,4,"2,829",4,5 N Swain St, Raleigh,NC 27601,NC,27601,2022-11-30
406,"4304 Dinwiddie Ct, Raleigh, NC 27604","$325,000",3,3,"1,544",6,4304 Dinwiddie Ct, Raleigh,NC 27604,NC,27604,2022-11-30
407,"3500 Willow Bluff Dr, Raleigh, NC 27604","$675,000",4,3,"2,298",3,3500 Willow Bluff Dr, Raleigh,NC 27604,NC,27604,2022-11-30
408,"1317 Greenbranch Ln, Raleigh, NC 27603","$321,000",3,3,"1,536",1,1317 Greenbranch Ln, Raleigh,NC 27603,NC,27603,2022-11-30
409,"10825 Farmville Rd, Raleigh, NC 27614","$308,000",2,2,"1,113",8,10825 Farmville Rd, Raleigh,NC 27614,NC,27614,2022-11-30
410,"3703 Hester Cir, Raleigh, NC 27604","$297,000",3,2,"1,257",2,3703 Hester Cir, Raleigh,NC 27604,NC,27604,2022-11-30
411,"4100 Sedgewood Dr APT 303, Raleigh, NC 27612","$220,500",1,1,726,2,4100 Sedgewood Dr APT 303, Raleigh,NC 27612,NC,27612,2022-11-30
412,"1100 Bancroft St, Raleigh, NC 27612","$869,900",4,3,"2,780",4,1100 Bancroft St, Raleigh,NC 27612,NC,27612,2022-11-30
413,"7244 Janston Dr, Raleigh, NC 27613","$350,000",3,4,"1,912",3,7244 Janston Dr, Raleigh,NC 27613,NC,27613,2022-11-30
414,"5324 Poyner Rd, Raleigh, NC 27612","$1,375,000",5,6,"5,526",6,5324 Poyner Rd, Raleigh,NC 27612,NC,27612,2022-11-30
415,"7318 Carlton Dr, Raleigh, NC 27616","$499,000",3,3,"2,453",1,7318 Carlton Dr, Raleigh,NC 27616,NC,27616,2022-11-30
416,"2509 Sawmill Rd, Raleigh, NC 27613","$325,000",3,3,"1,650",2,2509 Sawmill Rd, Raleigh,NC 27613,NC,27613,2022-11-30
417,"4424 Captain Falls Dr, Raleigh, NC 27610","$374,900",4,3,"2,060",8,4424 Captain Falls Dr, Raleigh,NC 27610,NC,27610,2022-11-30
418,"710 Harvey St, Raleigh, NC 27608","$470,000",2,3,"1,334",1,710 Harvey St, Raleigh,NC 27608,NC,27608,2022-11-30
419,"8223 Ortin Ln, Raleigh, NC 27612","$850,000",4,4,"3,560",1,8223 Ortin Ln, Raleigh,NC 27612,NC,27612,2022-11-30
420,"6136 Ponderosa Rd, Raleigh, NC 27612","$1,250,000",4,5,"3,677",4,6136 Ponderosa Rd, Raleigh,NC 27612,NC,27612,2022-11-30
421,"1308 Manovill Pl, Raleigh, NC 27609","$595,000",4,3,"2,613",5,1308 Manovill Pl, Raleigh,NC 27609,NC,27609,2022-11-30
422,"13026 Edsel Dr, Raleigh, NC 27613","$674,900",4,4,"3,052",9,13026 Edsel Dr, Raleigh,NC 27613,NC,27613,2022-11-30
423,"1421 Millstone Landing Dr, Raleigh, NC 27603","$849,900",4,5,"4,672",5,1421 Millstone Landing Dr, Raleigh,NC 27603,NC,27603,2022-11-30
424,"2000 Pine Dr, Raleigh, NC 27608","$1,599,900",5,5,"3,685",1,2000 Pine Dr, Raleigh,NC 27608,NC,27608,2022-11-30
425,"6005 Allsdale Dr, Raleigh, NC 27617","$513,990",4,3,"2,737",3,6005 Allsdale Dr, Raleigh,NC 27617,NC,27617,2022-11-30
426,"11149 Bayberry Hills Dr, Raleigh, NC 27617","$592,500",3,2,"2,004",5,11149 Bayberry Hills Dr, Raleigh,NC 27617,NC,27617,2022-11-30
427,"730 Washington St UNIT 305, Raleigh, NC 27605","$387,000",2,2,"1,136",9,730 Washington St UNIT 305, Raleigh,NC 27605,NC,27605,2022-11-30
428,"2430 Condor Ct, Raleigh, NC 27615","$286,000",3,3,"1,310",1,2430 Condor Ct, Raleigh,NC 27615,NC,27615,2022-11-30
429,"6308 Saybrooke Dr, Raleigh, NC 27604","$325,000",3,2,"1,125",6,6308 Saybrooke Dr, Raleigh,NC 27604,NC,27604,2022-11-30
430,"3508 Leonard St, Raleigh, NC 27607","$1,700,000",4,4,"4,250",3,3508 Leonard St, Raleigh,NC 27607,NC,27607,2022-11-30
431,"5921 Paducah Dr, Raleigh, NC 27610","$335,000",3,3,"1,884",9,5921 Paducah Dr, Raleigh,NC 27610,NC,27610,2022-11-30
432,"7305 Glendower Rd, Raleigh, NC 27613","$475,000",4,3,"2,255",3,7305 Glendower Rd, Raleigh,NC 27613,NC,27613,2022-11-30
433,"1124 Shadywood Ln, Raleigh, NC 27603","$480,000",3,4,"3,559",8,1124 Shadywood Ln, Raleigh,NC 27603,NC,27603,2022-11-30
434,"309 Mickleson Ridge Dr, Raleigh, NC 27603","$499,900",4,3,"2,867",5,309 Mickleson Ridge Dr, Raleigh,NC 27603,NC,27603,2022-11-30
435,"12309 Creedmoor Rd, Raleigh, NC 27614","$1,275,000",4,5,"5,015",4,12309 Creedmoor Rd, Raleigh,NC 27614,NC,27614,2022-11-30
436,"1431 Collegiate Cir APT 301, Raleigh, NC 27606","$274,900",4,4,"1,219",3,1431 Collegiate Cir APT 301, Raleigh,NC 27606,NC,27606,2022-11-30
437,"8516 Micollet Ct, Raleigh, NC 27613","$329,600",2,2,"1,323",2,8516 Micollet Ct, Raleigh,NC 27613,NC,27613,2022-11-30
438,"472 Dickens Dr, Raleigh, NC 27610","$359,999",3,2,"1,470",6,472 Dickens Dr, Raleigh,NC 27610,NC,27610,2022-11-30
439,"11204 Trescott Ct, Raleigh, NC 27614","$1,975,000",4,8,"8,975",4,11204 Trescott Ct, Raleigh,NC 27614,NC,27614,2022-11-30
440,"3319 White Oak Rd, Raleigh, NC 27609","$4,995,000",6,11,"20,283",7,3319 White Oak Rd, Raleigh,NC 27609,NC,27609,2022-11-30
441,"1124 Hobson Ct, Raleigh, NC 27607","$995,000",4,4,"3,130",5,1124 Hobson Ct, Raleigh,NC 27607,NC,27607,2022-11-30
442,"312 Freeman St, Raleigh, NC 27601","$694,900",4,4,"2,211",1,312 Freeman St, Raleigh,NC 27601,NC,27601,2022-11-30
443,"3216 Leebrook Rd, Raleigh, NC 27616","$361,000",3,3,"1,665",1,3216 Leebrook Rd, Raleigh,NC 27616,NC,27616,2022-11-30
444,"5932 Eaglesfield Dr, Raleigh, NC 27613","$499,900",4,3,"2,040",1,5932 Eaglesfield Dr, Raleigh,NC 27613,NC,27613,2022-11-30
445,"114 Summit Ave, Raleigh, NC 27603","$899,000",4,4,"2,457",1,114 Summit Ave, Raleigh,NC 27603,NC,27603,2022-11-30
446,"1038 High Lake Ct, Raleigh, NC 27606","$440,000",3,2,"1,935",2,1038 High Lake Ct, Raleigh,NC 27606,NC,27606,2022-11-30
447,"8641 Harps Mill Rd, Raleigh, NC 27615","$445,000",4,3,"2,433",1,8641 Harps Mill Rd, Raleigh,NC 27615,NC,27615,2022-11-30
448,"5518 Spindlewood Ct, Durham, NC 27703","$475,000",4,3,"2,278",1,5518 Spindlewood Ct, Durham,NC 27703,NC,27703,2022-11-30
449,"8700 Stage Ford Rd, Raleigh, NC 27615","$749,900",5,4,"3,509",6,8700 Stage Ford Rd, Raleigh,NC 27615,NC,27615,2022-11-30
450,"1302 Dogwood Ln, Raleigh, NC 27607","$725,000",3,2,"1,320",1,1302 Dogwood Ln, Raleigh,NC 27607,NC,27607,2022-11-30
451,"1508 Brassfield Rd, Raleigh, NC 27614","$325,000",0.99 Acres,10 days,460,2,1508 Brassfield Rd, Raleigh,NC 27614,NC,27614,2022-11-30
452,"8912 Willow Wood Ct, Raleigh, NC 27613","$699,900",4,4,"3,165",1,8912 Willow Wood Ct, Raleigh,NC 27613,NC,27613,2022-11-30
453,"5636 N Hawthorne Way, Raleigh, NC 27613","$524,999",4,3,"2,218",8,5636 N Hawthorne Way, Raleigh,NC 27613,NC,27613,2022-11-30
454,"1401 Sky Vista Way, Raleigh, NC 27613","$2,475,000",4,7,"5,514",9,1401 Sky Vista Way, Raleigh,NC 27613,NC,27613,2022-11-30
455,"905 Moye Dr, Raleigh, NC 27606","$659,000",4,3,"2,625",1,905 Moye Dr, Raleigh,NC 27606,NC,27606,2022-11-30
456,"10510 Rosegate Ct UNIT 306, Raleigh, NC 27617","$340,000",2,2,"1,416",2,10510 Rosegate Ct UNIT 306, Raleigh,NC 27617,NC,27617,2022-11-30
457,"5538 Wade Park Blvd, Raleigh, NC 27607","$662,000",4,4,"2,837",4,5538 Wade Park Blvd, Raleigh,NC 27607,NC,27607,2022-11-30
458,"491 Seastone St, Raleigh, NC 27603","$425,000",3,3,"2,537",5,491 Seastone St, Raleigh,NC 27603,NC,27603,2022-11-30
459,"2421 Memory Ridge Dr, Raleigh, NC 27606","$400,000",3,3,"1,867",1,2421 Memory Ridge Dr, Raleigh,NC 27606,NC,27606,2022-11-30
460,"2901 Charleston Oaks Dr, Raleigh, NC 27614","$854,900",5,5,"5,856",2,2901 Charleston Oaks Dr, Raleigh,NC 27614,NC,27614,2022-11-30
461,"3512 Williamsborough Ct, Raleigh, NC 27609","$3,500,000",5,5,"4,854",8,3512 Williamsborough Ct, Raleigh,NC 27609,NC,27609,2022-11-30
462,"2200 Mountain Mist Ct UNIT 201, Raleigh, NC 27603","$239,900",2,2,"1,050",2,2200 Mountain Mist Ct UNIT 201, Raleigh,NC 27603,NC,27603,2022-11-30
463,"4317 Grassy Field Dr, Raleigh, NC 27610","$429,000",3,3,"2,058",1,4317 Grassy Field Dr, Raleigh,NC 27610,NC,27610,2022-11-30
464,"3811 Marcom St, Raleigh, NC 27606","$1,000,000",--,--,--,5,3811 Marcom St, Raleigh,NC 27606,NC,27606,2022-11-30
465,"3317 Skycrest Dr, Raleigh, NC 27604","$441,000",4,3,"2,068",1,3317 Skycrest Dr, Raleigh,NC 27604,NC,27604,2022-11-30
466,"5349 Silver Moon Ln, Raleigh, NC 27606","$315,000",2,3,"1,417",4,5349 Silver Moon Ln, Raleigh,NC 27606,NC,27606,2022-11-30
467,"829 Cumberland St #100, Raleigh, NC 27610","$495,000",3,3,"1,714",9,829 Cumberland St #100, Raleigh,NC 27610,NC,27610,2022-11-30
468,"6143 Neuse Wood Dr, Raleigh, NC 27616","$293,000",3,3,"1,502",4,6143 Neuse Wood Dr, Raleigh,NC 27616,NC,27616,2022-11-30
469,"523 Princeton St, Raleigh, NC 27609","$599,999",4,3,"1,872",1,523 Princeton St, Raleigh,NC 27609,NC,27609,2022-11-30
470,"1303 Slatestone Ct, Raleigh, NC 27615","$399,000",3,3,"1,834",8,1303 Slatestone Ct, Raleigh,NC 27615,NC,27615,2022-11-30
471,"10171 Bessborough Dr, Raleigh, NC 27617","$399,000",3,3,"1,805",8,10171 Bessborough Dr, Raleigh,NC 27617,NC,27617,2022-11-30
472,"605 Delany Dr, Raleigh, NC 27610","$390,000",3,1,"1,014",1,605 Delany Dr, Raleigh,NC 27610,NC,27610,2022-11-30
473,"5801 Humanity Ln N #2462, Raleigh, NC 27616","$364,990",3,3,"1,924",1,5801 Humanity Ln N #2462, Raleigh,NC 27616,NC,27616,2022-11-30
474,"5209 Edgewood Rd, Raleigh, NC 27609","$499,900",4,3,"1,996",1,5209 Edgewood Rd, Raleigh,NC 27609,NC,27609,2022-11-30
475,"9350 Wooden Rd, Raleigh, NC 27617","$449,000",4,4,"2,224",1,9350 Wooden Rd, Raleigh,NC 27617,NC,27617,2022-11-30
476,"2809 Peachleaf St, Raleigh, NC 27614","$539,900",4,3,"2,650",1,2809 Peachleaf St, Raleigh,NC 27614,NC,27614,2022-11-30
477,"1200 Capability Dr #103, Raleigh, NC 27606","$374,900",2,3,"1,289",1,1200 Capability Dr #103, Raleigh,NC 27606,NC,27606,2022-11-30
478,"5810 Sentinel Dr, Raleigh, NC 27609","$325,000",3,2,"1,830",8,5810 Sentinel Dr, Raleigh,NC 27609,NC,27609,2022-11-30
479,"4803 Boulder Falls Ct, Knightdale, NC 27545","$499,900",4,3,"2,570",4,4803 Boulder Falls Ct, Knightdale,NC 27545,NC,27545,2022-11-30
480,"6013 Crescent Knoll Dr, Raleigh, NC 27614","$1,395,000",5,5,"6,444",4,6013 Crescent Knoll Dr, Raleigh,NC 27614,NC,27614,2022-11-30
481,"4836 Parker Meadow Dr, Raleigh, NC 27614","$4,750,000",6,9,"7,074",1,4836 Parker Meadow Dr, Raleigh,NC 27614,NC,27614,2022-11-30
482,"617 Barksdale Dr, Raleigh, NC 27604","$485,000",4,3,"2,027",9,617 Barksdale Dr, Raleigh,NC 27604,NC,27604,2022-11-30
483,"7312 Cape Charles Dr, Raleigh, NC 27617","$425,000",3,2,"1,755",4,7312 Cape Charles Dr, Raleigh,NC 27617,NC,27617,2022-11-30
484,"14314 Foxcroft Rd, Raleigh, NC 27614","$319,900",3,3,"1,686",2,14314 Foxcroft Rd, Raleigh,NC 27614,NC,27614,2022-11-30
485,"7810 Allscott Way, Raleigh, NC 27612","$365,000",2,3,"1,400",1,7810 Allscott Way, Raleigh,NC 27612,NC,27612,2022-11-30
486,"2612 Lineberry Dr, Raleigh, NC 27603","$425,000",3,3,"1,250",5,2612 Lineberry Dr, Raleigh,NC 27603,NC,27603,2022-11-30
487,"7820 Falcon Rest Cir #7820, Raleigh, NC 27615","$260,000",3,3,"1,324",7,7820 Falcon Rest Cir #7820, Raleigh,NC 27615,NC,27615,2022-11-30
488,"1425 Silver Farm Rd, Raleigh, NC 27603","$430,000",3,2,"1,927",2,1425 Silver Farm Rd, Raleigh,NC 27603,NC,27603,2022-11-30
489,"1201 Graedon Dr, Raleigh, NC 27603","$950,000",5,5,"3,663",D,1201 Graedon Dr, Raleigh,NC 27603,NC,27603,2022-11-30
490,"5533 Red Robin Rd, Raleigh, NC 27613","$340,000",2,4,"1,937",8,5533 Red Robin Rd, Raleigh,NC 27613,NC,27613,2022-11-30
491,"1201 Westview Ln APT 203, Raleigh, NC 27605","$299,900",1,1,800,1,1201 Westview Ln APT 203, Raleigh,NC 27605,NC,27605,2022-11-30
492,"720 S State St, Raleigh, NC 27601","$1,050,000",--,--,"4,757",6,720 S State St, Raleigh,NC 27601,NC,27601,2022-11-30
493,"5063 Futura Ln #144, Raleigh, NC 27610","$359,990",3,3,"1,867",8,5063 Futura Ln #144, Raleigh,NC 27610,NC,27610,2022-11-30
494,"401 Plainview Ave, Raleigh, NC 27604","$500,000",2,1,750,1,401 Plainview Ave, Raleigh,NC 27604,NC,27604,2022-11-30
495,"6437 Camellia Creek Dr, Raleigh, NC 27603","$837,000",4,5,"3,920",2,6437 Camellia Creek Dr, Raleigh,NC 27603,NC,27603,2022-11-30
496,"4901 Cardinal Grove Blvd, Raleigh, NC 27616","$377,000",3,3,"1,943",2,4901 Cardinal Grove Blvd, Raleigh,NC 27616,NC,27616,2022-11-30
497,"829 Mill Greens Ct, Raleigh, NC 27609","$434,900",3,3,"1,666",1,829 Mill Greens Ct, Raleigh,NC 27609,NC,27609,2022-11-30
498,"1400 Barony Lake Way, Raleigh, NC 27614","$3,195,000",5,5,"5,992",8,1400 Barony Lake Way, Raleigh,NC 27614,NC,27614,2022-11-30
499,"2204 Center Spring Ct, Raleigh, NC 27603","$1,000,000",4,4,"4,602",4,2204 Center Spring Ct, Raleigh,NC 27603,NC,27603,2022-11-30
500,"2708 Clark Ave, Raleigh, NC 27607","$1,025,000",5,4,"3,304",1,2708 Clark Ave, Raleigh,NC 27607,NC,27607,2022-11-30
501,"2737 Banks Rd, Raleigh, NC 27603","$390,000",3,2,"1,589",1,2737 Banks Rd, Raleigh,NC 27603,NC,27603,2022-11-30
502,"3513 Brook Dr, Raleigh, NC 27609","$1,199,900",3,4,"2,720",2,3513 Brook Dr, Raleigh,NC 27609,NC,27609,2022-11-30
503,"5716 Enoree Ln, Raleigh, NC 27616","$390,000",3,3,"1,838",D,5716 Enoree Ln, Raleigh,NC 27616,NC,27616,2022-11-30
504,"2222 Milburnie Rd, Raleigh, NC 27610","$665,000",3,3,"2,070",6,2222 Milburnie Rd, Raleigh,NC 27610,NC,27610,2022-11-30
505,"1019 Cowper Dr, Raleigh, NC 27608","$4,975,000",5,8,"9,381",1,1019 Cowper Dr, Raleigh,NC 27608,NC,27608,2022-11-30
506,"4408 Duraleigh Rd, Raleigh, NC 27612","$859,900",4,4,"3,260",1,4408 Duraleigh Rd, Raleigh,NC 27612,NC,27612,2022-11-30
507,"429 Mountain Lake Dr, Raleigh, NC 27610","$351,000",3,3,"1,710",2,429 Mountain Lake Dr, Raleigh,NC 27610,NC,27610,2022-11-30
508,"2740 Peachleaf St, Raleigh, NC 27614","$675,000",5,4,"3,200",1,2740 Peachleaf St, Raleigh,NC 27614,NC,27614,2022-11-30
509,"3230 Landing Falls Ln, Raleigh, NC 27616","$377,000",3,3,"2,092",7,3230 Landing Falls Ln, Raleigh,NC 27616,NC,27616,2022-11-30
510,"2601 Tealin Ln, Raleigh, NC 27606","$1,225,000",5,5,"4,164",2,2601 Tealin Ln, Raleigh,NC 27606,NC,27606,2022-11-30
511,"2039 Travern Dr, Raleigh, NC 27603","$600,000",4,3,"2,983",2,2039 Travern Dr, Raleigh,NC 27603,NC,27603,2022-11-30
512,"2815 Bedfordshire Ct, Raleigh, NC 27604","$299,000",2,3,"1,269",1,2815 Bedfordshire Ct, Raleigh,NC 27604,NC,27604,2022-11-30
513,"6212 Lewisand Cir, Raleigh, NC 27615","$565,000",4,3,"2,600",5,6212 Lewisand Cir, Raleigh,NC 27615,NC,27615,2022-11-30
514,"6033 Over Hadden Ct, Raleigh, NC 27614","$3,300,000",5,10,"9,430",5,6033 Over Hadden Ct, Raleigh,NC 27614,NC,27614,2022-11-30
515,"2027 Turtle Point Dr, Raleigh, NC 27604","$250,000",2,3,"1,244",3,2027 Turtle Point Dr, Raleigh,NC 27604,NC,27604,2022-11-30
